"","SamplesName","SubjectName","nCount_RNA","nFeature_RNA","priCluster","Age_in_Weeks","Area","Period","protocal","dataset","Age","Sex","cluster1","Age_in_days","cluster","WGCNAcluster","RegionName","Laminae","cellType","cellType_sub","deconv_clust"
"1033","O9.G3","Sample5",886857.874754637,2388,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1034","O9.H3","Sample5",891280.162557024,1258,"IN-CTX-CGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IN-CTX-CGE1","Cortex","VZ","Olig","Olig4","Oligo"
"1035","O9.E4","Sample5",900115.035319035,2904,"IPC-nEN1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN1","Cortex","VZ","Olig","Olig4","Oligo"
"1036","O9.G4","Sample5",878981.992485419,1048,"IN-CTX-CGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IN-CTX-CGE1","Cortex","VZ","Olig","Olig4","Oligo"
"1037","O9.C6","Sample5",894246.640278008,2191,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1038","O9.G7","Sample5",884008.639158805,2344,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1039","O9.A8","Sample5",893866.461167443,2154,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1040","O9.E8","Sample5",896040.56262493,1029,"IN-CTX-CGE1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IN-CTX-CGE1","Cortex","VZ","Olig","Olig4","Oligo"
"1041","O9.F9","Sample5",893181.324157166,2607,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1042","O9.A10","Sample5",887161.302490777,2381,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1043","O9.D12","Sample5",889404.002407284,2831,"IPC-nEN3",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN3","Cortex","VZ","Olig","Olig4","Oligo"
"1044","O10.E1","Sample5",894590.368011834,2540,"IPC-nEN3",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN3","Cortex","SVZ","Olig","Olig4","Oligo"
"1045","O10.G1","Sample5",899768.221032509,1450,"IPC-nEN2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1046","O10.H1","Sample5",919485.047406201,1485,"IPC-nEN1",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN1","Cortex","SVZ","Olig","Olig4","Oligo"
"1047","O10.D2","Sample5",894618.314286138,2175,"nEN-late",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-late","Cortex","SVZ","Olig","Olig4","Oligo"
"1048","O10.B5","Sample5",904184.24791916,2536,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1049","O10.H5","Sample5",892094.171675597,1978,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1050","O10.A7","Sample5",906855.903618449,2762,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1051","O10.A8","Sample5",906399.961329322,2125,"IPC-nEN2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1052","O10.C9","Sample5",914249.832934509,2988,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1053","O10.C10","Sample5",880694.830333667,2588,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1054","O10.E11","Sample5",915417.766664983,2234,"nEN-late",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-late","Cortex","SVZ","Olig","Olig4","Oligo"
"1055","O10.F11","Sample5",920051.965805819,1844,"IPC-nEN2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1056","O10.G12","Sample5",888714.547977434,1949,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1057","O11.B1","Sample6",857785.032874397,1353,"IN-STR",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","IN-STR","GE","0","Olig","Olig4","Oligo"
"1058","O11.C1","Sample6",887495.583117902,1472,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1059","O11.D1","Sample6",908054.347707798,1365,"MGE-IPC3",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1060","O11.F1","Sample6",894135.427247872,1103,"nIN4",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1061","O11.H3","Sample6",891929.053604697,1587,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1062","O11.G4","Sample6",899681.750172049,1122,"nIN4",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1063","O11.H6","Sample6",887667.588582359,1151,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1064","O11.C7","Sample6",873501.013642039,1093,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1065","O11.C8","Sample6",881971.240102668,1449,"MGE-IPC3",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1066","O11.A10","Sample6",903711.550440122,1153,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1067","O11.C10","Sample6",908800.921874437,1382,"MGE-div",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-div","GE","0","Olig","Olig4","Oligo"
"1068","O11.D10","Sample6",883051.243740698,1435,"MGE-IPC3",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1069","O11.F11","Sample6",862699.085744108,1356,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1070","O12.A2","Sample7",875120.808973772,1936,"IPC-nEN1",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",98,"Olig","IPC-nEN1","Cortex","SVZ","Olig","Olig4","Oligo"
"1071","O12.E3","Sample7",845139.793901202,1195,"nEN-late",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",98,"Olig","nEN-late","Cortex","SVZ","Olig","Olig4","Oligo"
"1072","O12.B4","Sample7",893437.88854708,1012,"nIN2",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",98,"Olig","nIN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1073","O12.G6","Sample7",891523.351545596,1321,"nEN-late",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",98,"Olig","nEN-late","Cortex","SVZ","Olig","Olig4","Oligo"
"1074","O12.B7","Sample7",891265.77321868,1527,"nEN-late",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",98,"Olig","nEN-late","Cortex","SVZ","Olig","Olig4","Oligo"
"1075","O12.H7","Sample7",882220.742065043,1421,"nEN-late",14,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",98,"Olig","nEN-late","Cortex","SVZ","Olig","Olig4","Oligo"
"1076","O12.B12","Sample5",883826.675899924,2168,"IPC-nEN3",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","IPC-nEN3","Cortex","SVZ","Olig","Olig4","Oligo"
"1077","O12.F12","Sample5",902794.269735239,2227,"nEN-early2",14.7,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",102.9,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1078","O13.C1","Sample6",879173.315709009,1056,"MGE-IPC3",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1079","O13.D1","Sample6",882286.4200475,1532,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1080","O13.F2","Sample6",909779.732673455,1241,"nIN4",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1081","O13.C3","Sample6",909285.748259432,1386,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1082","O13.A4","Sample6",892579.276430059,2184,"MGE-IPC2",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC2","GE","0","Olig","Olig4","Oligo"
"1083","O13.E4","Sample6",908809.463003088,1347,"nIN4",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1084","O13.F4","Sample6",907560.555959515,2077,"MGE-IPC3",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1085","O13.D5","Sample6",920790.720177091,1284,"MGE-IPC3",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1086","O13.A6","Sample6",891129.114346894,2017,"MGE-div",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-div","GE","0","Olig","Olig4","Oligo"
"1087","O13.D6","Sample6",841889.135408901,1109,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1088","O13.A10","Sample6",923945.738577802,1135,"nIN4",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1089","O13.B11","Sample6",899449.644764089,2317,"nIN5",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","nIN5","GE","0","Olig","Olig4","Oligo"
"1090","O13.C11","Sample6",906633.28862126,1361,"MGE-IPC3",16,"MGE","P5","Fluidigm C1","h1",NA,"Male","Olig4",112,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1091","S1.E8","Sample9",872918.854155054,3199,"MGE-IPC3",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","Olig4",77,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1092","S1.G8","Sample9",881668.839885174,2522,"MGE-IPC2",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","Olig4",77,"Olig","MGE-IPC2","GE","0","Olig","Olig4","Oligo"
"1093","S1.C9","Sample9",910401.820949297,1955,"IN-STR",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","Olig4",77,"Olig","IN-STR","GE","0","Olig","Olig4","Oligo"
"1094","S2.F2","Sample9",911716.63275738,2565,"nEN-early2",11,"PFC","P3","Fluidigm C1","h1",NA,"Male","Olig4",77,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1095","S15.C3","Sample12",890462.842646137,1129,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1096","S15.D3","Sample12",849721.469029985,1036,"nIN4",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1097","S15.D4","Sample12",871168.554125394,1656,"MGE-IPC3",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1098","S15.C6","Sample12",874548.187866301,1792,"IN-STR",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IN-STR","GE","0","Olig","Olig4","Oligo"
"1099","S16.D4","Sample12",906272.366657114,1707,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN2","Cortex","VZ","Olig","Olig4","Oligo"
"1100","S16.A6","Sample12",900235.726750712,2488,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1101","S16.A7","Sample12",921059.316879711,2349,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","VZ","Olig","Olig4","Oligo"
"1102","S16.C10","Sample12",882299.06100757,1864,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1103","S16.D11","Sample12",892149.448415507,1763,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1104","S17.A1","Sample12",886913.474800832,1620,"IPC-nEN3",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN3","Cortex","SVZ","Olig","Olig4","Oligo"
"1105","S20.E1","Sample13",869916.083843357,1235,"EN-PFC2",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","EN-PFC2","GE","0","Olig","Olig4","Oligo"
"1106","S20.H3","Sample13",895368.629863023,1520,"nIN1",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","nIN1","GE","0","Olig","Olig4","Oligo"
"1107","S20.B6","Sample13",875965.833240238,1207,"nIN4",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1108","S20.D6","Sample13",876456.435422926,1194,"nIN2",14.2,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1109","S20.H8","Sample13",866318.936250227,1664,"nEN-late",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1110","S20.G9","Sample13",891621.953571081,1397,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1111","S20.H10","Sample13",889099.74827224,1491,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1112","S20.C12","Sample13",888035.362664225,2695,"IPC-div2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-div2","Cortex","All","Olig","Olig4","Oligo"
"1113","S21.F1","Sample13",868942.408240032,1283,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1114","S21.H3","Sample13",889831.40515515,1319,"IPC-nEN2",14.2,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",99.4,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1115","S24.A4","Sample14",871803.288221801,2158,"IPC-nEN2",13.3,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","IPC-nEN2","Cortex","All","Olig","Olig4","Oligo"
"1116","S24.A7","Sample14",890518.791946866,2699,"nEN-early2",13.3,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1117","S24.D9","Sample14",901848.263256784,2293,"IPC-nEN3",13.3,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","IPC-nEN3","Cortex","All","Olig","Olig4","Oligo"
"1118","S25.H4","Sample14",860591.035820044,1378,"IN-STR",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","IN-STR","GE","0","Olig","Olig4","Oligo"
"1119","S25.A5","Sample14",903732.593245365,2144,"MGE-IPC3",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1120","S25.B5","Sample14",870020.087040669,2060,"nIN1",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nIN1","GE","0","Olig","Olig4","Oligo"
"1121","S25.A6","Sample14",887238.75516252,1625,"nIN3",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nIN3","GE","0","Olig","Olig4","Oligo"
"1122","S25.H6","Sample14",876501.906814564,1771,"nIN1",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nIN1","GE","0","Olig","Olig4","Oligo"
"1123","S25.A12","Sample14",845343.775262676,1876,"nIN1",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nIN1","GE","0","Olig","Olig4","Oligo"
"1124","S25.F12","Sample14",892486.602003585,2290,"MGE-IPC2",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","MGE-IPC2","GE","0","Olig","Olig4","Oligo"
"1125","S25.G12","Sample14",663053.232692203,1343,"",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","","GE","0","Olig","Olig4","Oligo"
"1126","S26.H1","Sample15",876127.626780421,1479,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1127","S26.E2","Sample15",889342.120693456,1695,"nEN-early2",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nEN-early2","Cortex","All","Olig","Olig4","Oligo"
"1128","S26.C5","Sample15",893555.603554653,1469,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1129","S26.F5","Sample15",849647.890786764,1392,"IN-CTX-CGE1",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","IN-CTX-CGE1","Cortex","All","Olig","Olig4","Oligo"
"1130","S26.G6","Sample15",882292.558238104,1582,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1131","S26.H6","Sample15",890508.746380962,2450,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1132","S26.E7","Sample15",894169.20070178,1399,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1133","S26.G9","Sample15",875039.914745356,1514,"nEN-late",17.3,"PFC","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nEN-late","Cortex","All","Olig","Olig4","Oligo"
"1134","S28.D2","Sample15",860876.112688737,1299,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1135","S28.A3","Sample15",853554.71441955,1227,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1136","S28.G4","Sample15",901660.295128696,1289,"nIN4",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1137","S28.C5","Sample15",836299.063093332,1502,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1138","S28.C6","Sample15",845119.068811362,1076,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1139","S28.D6","Sample15",864578.929966369,1030,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1140","S28.E8","Sample15",876448.205586537,1992,"MGE-div",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","MGE-div","GE","0","Olig","Olig4","Oligo"
"1141","S28.G8","Sample15",816284.464842548,1442,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1142","S28.C9","Sample15",868118.80472317,1669,"nIN4",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN4","GE","0","Olig","Olig4","Oligo"
"1143","S28.E9","Sample15",845843.662946003,1089,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1144","S28.H10","Sample15",898365.164558886,1126,"nIN2",17.3,"MGE","P5","Fluidigm C1","h1",NA,"Female","Olig4",121.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1145","S32.B3","Sample17",739118.742741349,2256,"",32,"PFC","P7","Fluidigm C1","h1",NA,"Male","Olig4",224,"Olig","","Cortex","All","Olig","Olig4","Oligo"
"1146","S35.A7","Sample18",871680.15447001,1840,"IPC-nEN1",15,"PFC","P4","Fluidigm C1","h1",NA,"Female","Olig4",105,"Olig","IPC-nEN1","Cortex","0","Olig","Olig4","Oligo"
"1147","S41.F1","Sample20",893444.431440261,1710,"EN-V1-1",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","EN-V1-1","GE","0","Olig","Olig4","Oligo"
"1148","S41.A3","Sample20",920017.953472804,1571,"MGE-div",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","MGE-div","GE","0","Olig","Olig4","Oligo"
"1149","S41.A4","Sample20",900838.913794401,1085,"nIN1",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nIN1","GE","0","Olig","Olig4","Oligo"
"1150","S41.G4","Sample20",876945.131206505,1581,"MGE-IPC3",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","MGE-IPC3","GE","0","Olig","Olig4","Oligo"
"1151","S41.D8","Sample20",926580.574455296,1018,"nIN2",13.3,"MGE","P4","Fluidigm C1","h1",NA,"Female","Olig4",93.1,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1152","S45.E5","Sample23",885491.584878846,2201,"IPC-nEN1",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Olig4",150.5,"Olig","IPC-nEN1","Cortex","CP","Olig","Olig4","Oligo"
"1153","S45.B8","Sample23",869960.138736532,1902,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Olig4",150.5,"Olig","nEN-late","Cortex","CP","Olig","Olig4","Oligo"
"1154","S45.A11","Sample23",885666.005331499,1794,"nEN-late",21.5,"PFC","P6","Fluidigm C1","h1",NA,"Female","Olig4",150.5,"Olig","nEN-late","Cortex","CP","Olig","Olig4","Oligo"
"1155","S50.G7","Sample9",900882.895689333,2323,"MGE-div",11,"MGE","P3","Fluidigm C1","h1",NA,"Male","Olig4",77,"Olig","MGE-div","GE","0","Olig","Olig4","Oligo"
"1156","S51.F7","Sample12",882824.823979679,1338,"nIN2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nIN2","GE","0","Olig","Olig4","Oligo"
"1157","S51.E8","Sample12",904973.834103798,2003,"MGE-IPC2",13,"MGE","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","MGE-IPC2","GE","0","Olig","Olig4","Oligo"
"1158","S51.H11","Sample12",900488.735108248,2219,"IPC-nEN1",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN1","Cortex","VZ","Olig","Olig4","Oligo"
"1159","S52.B1","Sample12",892927.912250776,1926,"nEN-early2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","nEN-early2","Cortex","SVZ","Olig","Olig4","Oligo"
"1160","S52.F1","Sample12",876864.341542776,1388,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1161","S52.G1","Sample12",905950.241229401,1409,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1162","S52.B2","Sample12",917299.256455616,1544,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1163","S52.H2","Sample12",878950.704042295,1491,"IPC-nEN2",13,"PFC","P4","Fluidigm C1","h1",NA,"Male","Olig4",91,"Olig","IPC-nEN2","Cortex","SVZ","Olig","Olig4","Oligo"
"1164","S52.C7","Sample11",574548.320042095,1270,"",19,"MGE","P6","Fluidigm C1","h1",NA,"Male","Olig4",133,"Olig","","GE","0","Olig","Olig4","Oligo"
